date,price,rsi,macd,bb_upper,bb_lower,momentum,volatility,rsi_signal,macd_signal,bb_signal,momentum_signal,volatility_signal,combined_signal,position
2025-09-13,4689.12,56.404470732725834,-11.551262761743018,4759.325611504011,4654.127388495988,-53.98000000000047,26.29955575200588,0,-1,0,-1,0,-0.5,0
2025-09-13,4653.92,47.290345195328484,-14.5901180633521,4759.792199129217,4653.3348008707835,-69.51000000000022,26.614349564608414,0,-1,1,-1,0,-0.3,0
2025-09-13,4623.65,41.13481498665462,-18.05997944227368,4766.878921597042,4641.565078402958,-87.44000000000051,31.328460798521057,0,-1,1,-1,0,-0.3,0
2025-09-13,4634.09,43.84949956103136,-18.978911772999297,4769.123412326652,4637.749587673347,-77.60999999999967,32.843456163326024,0,-1,1,-1,0,-0.3,0
2025-09-13,4643.08,46.15237928899374,-18.300078078347394,4771.561055160034,4630.103944839965,-87.17000000000007,35.364277580017,0,-1,1,-1,0,-0.3,0
2025-09-13,4638.21,45.07393660671805,-17.498184417702312,4772.6763498687515,4621.593650131249,-94.3100000000004,37.770674934375506,0,-1,1,-1,0,-0.3,0
2025-09-13,4657.58,50.07127534539658,-15.074373672450392,4772.145977992908,4617.4110220070925,-60.470000000000255,38.683738996453975,0,-1,0,-1,0,-0.5,0
2025-09-13,4663.5,51.5229628953462,-12.585026916260983,4771.422239938191,4614.43576006181,-56.029999999999745,39.24661996909529,0,-1,0,-1,0,-0.5,0
2025-09-13,4658.53,50.20326652984113,-10.851389665413361,4770.464558686003,4610.975441313995,-61.92000000000007,39.87227934300188,0,-1,0,-1,0,-0.5,0
2025-09-13,4666.53,52.32028722275475,-8.829849009603137,4760.5103972856405,4611.90160271436,-19.26000000000022,37.15219864281995,0,-1,0,-1,0,-0.5,0
2025-09-14,4670.27,53.319428071231336,-6.985566814669472,4752.360682839839,4612.76831716016,-18.849999999999454,34.89809141991943,0,-1,0,-1,0,-0.5,0
2025-09-14,4673.13,54.111341236301875,-5.3893051334905895,4747.354851785624,4612.744148214376,19.210000000000036,33.65267589281199,0,-1,0,1,0,-0.09999999999999998,0
2025-09-14,4683.16,56.8744359152844,-3.5623206142858486,4744.466691918855,4612.839308081146,59.51000000000022,32.90684595942726,0,-1,0,1,0,-0.09999999999999998,0
2025-09-14,4663.22,50.37978760393728,-3.590993172848128,4740.549708920098,4611.9082910799025,29.13000000000011,32.16035446004903,0,-1,0,1,0,-0.09999999999999998,0
2025-09-14,4658.97,49.093000868061566,-3.7717688296803313,4732.3497228359065,4612.980277164093,15.890000000000327,29.842361417953473,0,-1,0,1,0,-0.09999999999999998,0
2025-09-14,4676.08,54.16830345702059,-2.666661279875261,4722.911066141467,4616.774933858533,37.86999999999989,26.534033070733734,0,-1,0,1,0,-0.09999999999999998,0
2025-09-14,4666.4,51.066390303784566,-2.517115964919417,4715.500838918967,4619.020161081032,8.819999999999709,24.120169459483662,0,-1,0,1,0,-0.09999999999999998,0
2025-09-14,4650.58,46.39084285289754,-3.360441398368497,4706.107408188323,4621.518591811678,-12.920000000000073,21.14720409416138,0,-1,0,-1,0,-0.5,0
2025-09-14,4656.01,48.14577171958108,-3.4180859872452887,4694.026299250784,4627.1557007492165,-2.519999999999527,16.717649625391807,0,-1,0,-1,0,-0.5,0
